location	strings	target	target-marathi-final
GrassAlgorithm#16	r.aspect - Generates raster maps of aspect from a elevation raster map.	r.aspect - एलिवेशन रास्टर मैप से ढाल-कोण के रास्टर मैप बनाता है.	
GrassAlgorithm#17	v.split.length - Split lines to shorter segments by length.	v.split.length - लंबाई के आधार पर रेखाओं को छोटे खंडों में विभाजित करता है.	
GrassAlgorithm#18	r.reclass.area.greater - Reclassifies a raster layer, selecting areas larger than a user specified size	r.reclass.area.greater - उपयोगकर्ता के द्वारा निर्दिष्ट परिमाण से बडे क्षेत्रों का चयन करने के द्वारा रास्टर लेयर का पुनःवर्गीकरण करता है	
GrassAlgorithm#19	r.horizon.height - Horizon angle computation from a digital elevation model.	r.horizon.height - अंकीय ऊँचाई मॉडल से क्षितिज कोण की गणना.	
GrassAlgorithm#20	r.sunmask.datetime - Calculates cast shadow areas from sun position and elevation raster map.		
GrassAlgorithm#21	r.lake.layer - Fills lake at given point to given level.	r.lake.layer -झील को दिये गये स्थल में दिये गए स्तर तक भरता है.	
GrassAlgorithm#22	r.sunmask.position - Calculates cast shadow areas from sun position and elevation raster map.		
GrassAlgorithm#23	r.in.lidar.info - Extract information from LAS file		
GrassAlgorithm#24	r.drain.coordinate - Traces a flow through an elevation model on a raster map.	r.drain.coordinate - एक रास्टर मैप में एलिवेशन मॉडल में से बहाव का अनुरेखण करता है.	
GrassAlgorithm#25	v.transform.pointsfile - Performs an affine transformation on a vector layer, using a support point file.	v.transform.pointsfile - एक समर्थन बिंदु फ़ाइल के उपयोग से एक वेक्टर लेयर के ऊपर एक अफाइन रूपांतरण को निष्पादित करता है.	
GrassAlgorithm#26	r.cost.full.raster - Creates a raster layer of cumulative cost of moving across a raster layer whose cell values represent cost.	r.cost.full.raster - उस रास्टर लेयर में चलने की संचयी कीमत का रास्टर लेयर बनाता है, जिसके कोशाणु मान कीमत का प्रतिनिधित्व करते हैं.	
GrassAlgorithm#27	v.buffer.column - Creates a buffer around features of given type.	v.buffer.column - दी गई प्रकार के नक्शा-अनुभागों के चारों ओर एक बफ़र का निर्माण करता है.	
GrassAlgorithm#28	Performs bilinear or bicubic spline interpolation with Tykhonov regularization.		
GrassAlgorithm#29	Outputs raster map layer values lying along user defined transect line(s).		
GrassAlgorithm#30	Calculates solar elevation, solar azimuth, and sun hours.		
GrassAlgorithm#31	r.li.shape.ascii - Calculates shape index on a raster map		
GrassAlgorithm#32	Calculates patch number index on a raster map, using a 4 neighbour algorithm.		
GrassAlgorithm#33	r.li.renyi.ascii - Calculates Renyi's diversity index on a raster map		
GrassAlgorithm#34	r.blend.combine - Blends color components of two raster maps by a given ratio and export into a unique raster.		
GrassAlgorithm#35	Performs contextual image classification using sequential maximum a posteriori (SMAP) estimation.		
GrassAlgorithm#36	Generates spectral signatures for land cover types in an image using a clustering algorithm.		
GrassAlgorithm#37	i.eb.hsebal01.coords - Computes sensible heat flux iteration SEBAL 01. Inline coordinates		
GrassAlgorithm#38	v.to.rast.attribute - Converts (rasterize) a vector layer into a raster layer.	v.to.rast.attribute - वेक्टर लेयर को रास्टर लेयर में परिवर्तित करता है (रास्टराइज़).	
GrassAlgorithm#39	Computes biomass growth, precursor of crop yield calculation.		
GrassAlgorithm#40	Rectifies an image by computing a coordinate transformation for each pixel in the image based on the control points.		
GrassAlgorithm#41	Calculates Optimum-Index-Factor table for spectral bands		
GrassAlgorithm#42	Computes potential evapotranspiration calculation with hourly Penman-Monteith.		
GrassAlgorithm#43	Identifies segments (objects) from imagery data.		
GrassAlgorithm#44	Computes topographic correction of reflectance.		
GrassAlgorithm#45	Computes evapotranspiration calculation Priestley and Taylor formulation, 1972.		
GrassAlgorithm#46	Calculates different types of vegetation indices.		
GrassAlgorithm#47	Generates statistics for i.smap from raster map.		
GrassAlgorithm#48	Computes evaporative fraction (Bastiaanssen, 1995) and root zone soil moisture (Makin, Molden and Bastiaanssen, 2001).		
GrassAlgorithm#49	Actual evapotranspiration for diurnal period (Bastiaanssen, 1995).		
GrassAlgorithm#50	r.mask.rast - Creates a MASK for limiting raster operation.		
GrassAlgorithm#51	i.topo.coor.ill - Creates illumination model for topographic correction of reflectance.		
GrassAlgorithm#52	Calculates dominance's diversity index on a raster map		
GrassAlgorithm#53	r.walk.points - Creates a raster map showing the anisotropic cumulative cost of moving between different geographic locations on an input raster map whose cell category values represent cost from point vector layers.		
GrassAlgorithm#54	Computes broad band albedo from surface reflectance.		
GrassAlgorithm#55	Imports SPOT VGT NDVI data into a raster map.		
GrassAlgorithm#56	Computes sensible heat flux iteration SEBAL 01.		
GrassAlgorithm#57	Performs Landsat TM/ETM+ Automatic Cloud Cover Assessment (ACCA).		
GrassAlgorithm#58	Performs auto-balancing of colors for RGB images.		
GrassAlgorithm#59	Computes evapotranspiration calculation modified or original Hargreaves formulation, 2001.		
GrassAlgorithm#60	Principal components analysis (PCA) for image processing.		
GrassAlgorithm#61	Calculates top-of-atmosphere radiance or reflectance and temperature for Landsat MSS/TM/ETM+/OLI		
GrassAlgorithm#62	Classifies the cell spectral reflectances in imagery data.		
GrassAlgorithm#63	Performs Tasseled Cap (Kauth Thomas) transformation.		
GrassAlgorithm#64	Computes temporal integration of satellite ET actual (ETa) following the daily ET reference (ETo) from meteorological station(s).		
GrassAlgorithm#65	Net radiation approximation (Bastiaanssen, 1995).		
GrassAlgorithm#66	Regroup multiple mono-band rasters into a single multiband raster.		
GrassAlgorithm#67	Image fusion algorithms to sharpen multispectral with high-res panchromatic channels		
GrassAlgorithm#68	Soil heat flux approximation (Bastiaanssen, 1995).		
GrassAlgorithm#69	Mosaics several images and extends colormap.		
GrassAlgorithm#70	Calculates Top of Atmosphere Radiance/Reflectance/Brightness Temperature from ASTER DN.		
GrassAlgorithm#71	r.li.simpson.ascii - Calculates Simpson's diversity index on a raster map		
GrassAlgorithm#72	r.stats.quantile.out - Compute category quantiles using two passes and output statistics		
GrassAlgorithm#73	r.li.pielou.ascii - Calculates Pielou's diversity index on a raster map		
GrassAlgorithm#74	Calculates mean pixel attribute index on a raster map		
GrassAlgorithm#75	Calculates multiple linear regression from raster maps.		
GrassAlgorithm#76	r.topmodel.topidxstats - Builds a TOPMODEL topographic index statistics file.		
GrassAlgorithm#77	Allows creation and/or modification of raster map layer support files (metadata).		
GrassAlgorithm#78	r.category.out - Exports category values and labels associated with user-specified raster map layers.		
GrassAlgorithm#79	Calculates Shannon's diversity index on a raster map		
GrassAlgorithm#80	Finds shortest path using timetables.		
GrassAlgorithm#81	Converts a raster map layer into a height-field file for POV-Ray		
GrassAlgorithm#82	Imports E00 file into a vector map		
GrassAlgorithm#83	Exports a vector map to a GRASS ASCII vector representation.		
GrassAlgorithm#84	Exports a vector map layer to PostGIS feature table.		
GrassAlgorithm#85	Converts raster maps into the VTK-ASCII format		
GrassAlgorithm#86	A simple utility for converting bearing and distance measurements to coordinates and vice versa. It assumes a Cartesian coordinate system		
GrassAlgorithm#87	Exports a GRASS raster to a binary MAT-File		
GrassAlgorithm#88	Split lines to shorter segments by length.		
GrassAlgorithm#89	r.li.edgedensity.ascii - Calculates edge density index on a raster map, using a 4 neighbour algorithm		
GrassAlgorithm#90	Converts (rasterize) a vector layer into a raster layer.		
GrassAlgorithm#91	Computes bridges and articulation points in the network.		
GrassAlgorithm#92	Export a raster layer into a GRASS ASCII text file		
GrassAlgorithm#93	Raster map calculator.		
GrassAlgorithm#94	Exports a raster map to a text file as x,y,z values based on cell centers		
GrassAlgorithm#95	Selects vector objects from a vector layer and creates a new layer containing only the selected objects.		
GrassAlgorithm#96	Converts 3 GRASS raster layers (R,G,B) to a PPM image file		
GrassAlgorithm#97	Uploads raster values at positions of vector centroids to the table.		
GrassAlgorithm#98	Creates a vector map from an ASCII points file or ASCII vector file.		
GrassAlgorithm#99	Creates a buffer around vector features of given type.		
GrassAlgorithm#100	Performs network maintenance		
GrassAlgorithm#101	Calculates category or object oriented statistics (accumulator-based statistics)		
